0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,target
1228504232.0,96.67,10.0,1.0,1.71314544,1228504232.0,97.45,10.0,1.0,1.71314544,1228504232.0,98.27,10.0,1.0,1.71314544,1228504232.0,98.99,10.0,1.0,1.71314544,1228504232.0,98.53,10.0,1.0,1.71314544,75.73063166815842
1228504232.0,97.45,10.0,1.0,1.71314544,1228504232.0,98.27,10.0,1.0,1.71314544,1228504232.0,98.99,10.0,1.0,1.71314544,1228504232.0,98.53,10.0,1.0,1.71314544,1228504232.0,100.5,10.0,1.0,1.71314544,76.01861952561674
1228504232.0,98.27,10.0,1.0,1.71314544,1228504232.0,98.99,10.0,1.0,1.71314544,1228504232.0,98.53,10.0,1.0,1.71314544,1228504232.0,100.5,10.0,1.0,1.71314544,1228504232.0,101.76,10.0,1.0,1.71314544,76.49144297905612
1228504232.0,98.99,10.0,1.0,1.71314544,1228504232.0,98.53,10.0,1.0,1.71314544,1228504232.0,100.5,10.0,1.0,1.71314544,1228504232.0,101.76,10.0,1.0,1.71314544,1228504232.0,102.04,10.0,1.0,1.71314544,76.56130665735408
1228504232.0,98.53,10.0,1.0,1.71314544,1228504232.0,100.5,10.0,1.0,1.71314544,1228504232.0,101.76,10.0,1.0,1.71314544,1228504232.0,102.04,10.0,1.0,1.71314544,1228504232.0,101.56,10.0,1.0,1.71314544,76.89188158926659
1228504232.0,100.5,10.0,1.0,1.71314544,1228504232.0,101.76,10.0,1.0,1.71314544,1228504232.0,102.04,10.0,1.0,1.71314544,1228504232.0,101.56,10.0,1.0,1.71314544,1228504232.0,103.74,10.0,1.0,1.71314544,76.50559608445685
1228504232.0,101.76,10.0,1.0,1.71314544,1228504232.0,102.04,10.0,1.0,1.71314544,1228504232.0,101.56,10.0,1.0,1.71314544,1228504232.0,103.74,10.0,1.0,1.71314544,1228504232.0,101.86,10.0,1.0,1.71314544,76.24631413504667
1228504232.0,102.04,10.0,1.0,1.71314544,1228504232.0,101.56,10.0,1.0,1.71314544,1228504232.0,103.74,10.0,1.0,1.71314544,1228504232.0,101.86,10.0,1.0,1.71314544,1228504232.0,99.94,10.0,1.0,1.71314544,76.70225713495381
1228504232.0,101.56,10.0,1.0,1.71314544,1228504232.0,103.74,10.0,1.0,1.71314544,1228504232.0,101.86,10.0,1.0,1.71314544,1228504232.0,99.94,10.0,1.0,1.71314544,1228504232.0,101.78,10.0,1.0,1.71314544,76.26171736094031
1228504232.0,103.74,10.0,1.0,1.71314544,1228504232.0,101.86,10.0,1.0,1.71314544,1228504232.0,99.94,10.0,1.0,1.71314544,1228504232.0,101.78,10.0,1.0,1.71314544,1228504232.0,101.26,10.0,1.0,1.71314544,74.75674615619971
1228504232.0,101.86,10.0,1.0,1.71314544,1228504232.0,99.94,10.0,1.0,1.71314544,1228504232.0,101.78,10.0,1.0,1.71314544,1228504232.0,101.26,10.0,1.0,1.71314544,1228504232.0,99.87,10.0,1.0,1.71314544,74.67863998246153
1228504232.0,99.94,10.0,1.0,1.71314544,1228504232.0,101.78,10.0,1.0,1.71314544,1228504232.0,101.26,10.0,1.0,1.71314544,1228504232.0,99.87,10.0,1.0,1.71314544,1228504232.0,98.6,10.0,1.0,1.71314544,74.5782078464451
1228504232.0,101.78,10.0,1.0,1.71314544,1228504232.0,101.26,10.0,1.0,1.71314544,1228504232.0,99.87,10.0,1.0,1.71314544,1228504232.0,98.6,10.0,1.0,1.71314544,1228504232.0,98.39,10.0,1.0,1.71314544,74.99770115275193
1228504232.0,101.26,10.0,1.0,1.71314544,1228504232.0,99.87,10.0,1.0,1.71314544,1228504232.0,98.6,10.0,1.0,1.71314544,1228504232.0,98.39,10.0,1.0,1.71314544,1228504232.0,97.75,10.0,1.0,1.71314544,73.32131487651456
1228504232.0,99.87,10.0,1.0,1.71314544,1228504232.0,98.6,10.0,1.0,1.71314544,1228504232.0,98.39,10.0,1.0,1.71314544,1228504232.0,97.75,10.0,1.0,1.71314544,1228504232.0,96.77,10.0,1.0,1.71314544,74.01094113943003
1228504232.0,98.6,10.0,1.0,1.71314544,1228504232.0,98.39,10.0,1.0,1.71314544,1228504232.0,97.75,10.0,1.0,1.71314544,1228504232.0,96.77,10.0,1.0,1.71314544,1228504232.0,97.93,10.0,1.0,1.71314544,73.98309991749184
1228504232.0,98.39,10.0,1.0,1.71314544,1228504232.0,97.75,10.0,1.0,1.71314544,1228504232.0,96.77,10.0,1.0,1.71314544,1228504232.0,97.93,10.0,1.0,1.71314544,1228504232.0,97.45,10.0,1.0,1.71314544,73.84406976228317
1228504232.0,97.75,10.0,1.0,1.71314544,1228504232.0,96.77,10.0,1.0,1.71314544,1228504232.0,97.93,10.0,1.0,1.71314544,1228504232.0,97.45,10.0,1.0,1.71314544,1228504232.0,98.83,10.0,1.0,1.71314544,72.71632800804215
1228504232.0,96.77,10.0,1.0,1.71314544,1228504232.0,97.93,10.0,1.0,1.71314544,1228504232.0,97.45,10.0,1.0,1.71314544,1228504232.0,98.83,10.0,1.0,1.71314544,1228504232.0,97.54,10.0,1.0,1.71314544,73.47162817452752
1228504232.0,97.93,10.0,1.0,1.71314544,1228504232.0,97.45,10.0,1.0,1.71314544,1228504232.0,98.83,10.0,1.0,1.71314544,1228504232.0,97.54,10.0,1.0,1.71314544,1228504232.0,97.74,10.0,1.0,1.71314544,73.5259597626176
1228504232.0,97.45,10.0,1.0,1.71314544,1228504232.0,98.83,10.0,1.0,1.71314544,1228504232.0,97.54,10.0,1.0,1.71314544,1228504232.0,97.74,10.0,1.0,1.71314544,1228504232.0,98.72,10.0,1.0,1.71314544,74.51784071735631
1228504232.0,98.83,10.0,1.0,1.71314544,1228504232.0,97.54,10.0,1.0,1.71314544,1228504232.0,97.74,10.0,1.0,1.71314544,1228504232.0,98.72,10.0,1.0,1.71314544,1228504232.0,99.69,10.0,1.0,1.71314544,74.84394298252957
1228504232.0,97.54,10.0,1.0,1.71314544,1228504232.0,97.74,10.0,1.0,1.71314544,1228504232.0,98.72,10.0,1.0,1.71314544,1228504232.0,99.69,10.0,1.0,1.71314544,1228504232.0,100.82,10.0,1.0,1.71314544,74.5862096659268
1228504232.0,97.74,10.0,1.0,1.71314544,1228504232.0,98.72,10.0,1.0,1.71314544,1228504232.0,99.69,10.0,1.0,1.71314544,1228504232.0,100.82,10.0,1.0,1.71314544,1228504232.0,100.04,10.0,1.0,1.71314544,74.93523351865053
1228504232.0,98.72,10.0,1.0,1.71314544,1228504232.0,99.69,10.0,1.0,1.71314544,1228504232.0,100.82,10.0,1.0,1.71314544,1228504232.0,100.04,10.0,1.0,1.71314544,1228504232.0,100.58,10.0,1.0,1.71314544,75.41302153001507
1228504232.0,99.69,10.0,1.0,1.71314544,1228504232.0,100.82,10.0,1.0,1.71314544,1228504232.0,100.04,10.0,1.0,1.71314544,1228504232.0,100.58,10.0,1.0,1.71314544,1228504232.0,101.84,10.0,1.0,1.71314544,75.64146197631968
1228504232.0,100.82,10.0,1.0,1.71314544,1228504232.0,100.04,10.0,1.0,1.71314544,1228504232.0,100.58,10.0,1.0,1.71314544,1228504232.0,101.84,10.0,1.0,1.71314544,1228504232.0,102.04,10.0,1.0,1.71314544,76.37616133651264
1228504232.0,100.04,10.0,1.0,1.71314544,1228504232.0,100.58,10.0,1.0,1.71314544,1228504232.0,101.84,10.0,1.0,1.71314544,1228504232.0,102.04,10.0,1.0,1.71314544,1228504232.0,101.66,10.0,1.0,1.71314544,76.42493476032865
1228504232.0,100.58,10.0,1.0,1.71314544,1228504232.0,101.84,10.0,1.0,1.71314544,1228504232.0,102.04,10.0,1.0,1.71314544,1228504232.0,101.66,10.0,1.0,1.71314544,1228504232.0,104.04,10.0,1.0,1.71314544,73.72329445351718
1228504232.0,101.84,10.0,1.0,1.71314544,1228504232.0,102.04,10.0,1.0,1.71314544,1228504232.0,101.66,10.0,1.0,1.71314544,1228504232.0,104.04,10.0,1.0,1.71314544,1228504232.0,100.8,10.0,1.0,1.71314544,72.97953972928951
1228504232.0,102.04,10.0,1.0,1.71314544,1228504232.0,101.66,10.0,1.0,1.71314544,1228504232.0,104.04,10.0,1.0,1.71314544,1228504232.0,100.8,10.0,1.0,1.71314544,1228504232.0,99.57,10.0,1.0,1.71314544,72.7396702351148
1228504232.0,101.66,10.0,1.0,1.71314544,1228504232.0,104.04,10.0,1.0,1.71314544,1228504232.0,100.8,10.0,1.0,1.71314544,1228504232.0,99.57,10.0,1.0,1.71314544,1228504232.0,99.43,10.0,1.0,1.71314544,73.00661721989844
1228504232.0,104.04,10.0,1.0,1.71314544,1228504232.0,100.8,10.0,1.0,1.71314544,1228504232.0,99.57,10.0,1.0,1.71314544,1228504232.0,99.43,10.0,1.0,1.71314544,1228504232.0,99.66,10.0,1.0,1.71314544,73.21271030921243
1228504232.0,100.8,10.0,1.0,1.71314544,1228504232.0,99.57,10.0,1.0,1.71314544,1228504232.0,99.43,10.0,1.0,1.71314544,1228504232.0,99.66,10.0,1.0,1.71314544,1228504232.0,100.34,10.0,1.0,1.71314544,74.04734563788176
1228504232.0,99.57,10.0,1.0,1.71314544,1228504232.0,99.43,10.0,1.0,1.71314544,1228504232.0,99.66,10.0,1.0,1.71314544,1228504232.0,100.34,10.0,1.0,1.71314544,1228504232.0,101.66,10.0,1.0,1.71314544,73.64920231913044
1228504232.0,99.43,10.0,1.0,1.71314544,1228504232.0,99.66,10.0,1.0,1.71314544,1228504232.0,100.34,10.0,1.0,1.71314544,1228504232.0,101.66,10.0,1.0,1.71314544,1228504232.0,102.94,10.0,1.0,1.71314544,71.75548617292628
1228504232.0,99.66,10.0,1.0,1.71314544,1228504232.0,100.34,10.0,1.0,1.71314544,1228504232.0,101.66,10.0,1.0,1.71314544,1228504232.0,102.94,10.0,1.0,1.71314544,1228504232.0,100.2,10.0,1.0,1.71314544,71.17942475817065
1228504232.0,100.34,10.0,1.0,1.71314544,1228504232.0,101.66,10.0,1.0,1.71314544,1228504232.0,102.94,10.0,1.0,1.71314544,1228504232.0,100.2,10.0,1.0,1.71314544,1228504232.0,99.16,10.0,1.0,1.71314544,71.26364391819031
1228504232.0,101.66,10.0,1.0,1.71314544,1228504232.0,102.94,10.0,1.0,1.71314544,1228504232.0,100.2,10.0,1.0,1.71314544,1228504232.0,99.16,10.0,1.0,1.71314544,1228504232.0,99.02,10.0,1.0,1.71314544,71.59069225089937
