0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,target
260506586.0,120.65,10.0,1.0,1.19166443,260506586.0,121.45,10.0,1.0,1.19166443,260506586.0,119.85,10.0,1.0,1.19166443,260506586.0,120.3,10.0,1.0,1.19166443,260506586.0,118.75,10.0,1.0,1.19166443,72.46326002623803
260506586.0,121.45,10.0,1.0,1.19166443,260506586.0,119.85,10.0,1.0,1.19166443,260506586.0,120.3,10.0,1.0,1.19166443,260506586.0,118.75,10.0,1.0,1.19166443,260506586.0,118.95,10.0,1.0,1.19166443,72.52623570342124
260506586.0,119.85,10.0,1.0,1.19166443,260506586.0,120.3,10.0,1.0,1.19166443,260506586.0,118.75,10.0,1.0,1.19166443,260506586.0,118.95,10.0,1.0,1.19166443,260506586.0,118.55,10.0,1.0,1.19166443,74.508429425155
260506586.0,120.3,10.0,1.0,1.19166443,260506586.0,118.75,10.0,1.0,1.19166443,260506586.0,118.95,10.0,1.0,1.19166443,260506586.0,118.55,10.0,1.0,1.19166443,260506586.0,119.35,10.0,1.0,1.19166443,74.50232255677355
260506586.0,118.75,10.0,1.0,1.19166443,260506586.0,118.95,10.0,1.0,1.19166443,260506586.0,118.55,10.0,1.0,1.19166443,260506586.0,119.35,10.0,1.0,1.19166443,260506586.0,121.85,10.0,1.0,1.19166443,75.53583187083865
260506586.0,118.95,10.0,1.0,1.19166443,260506586.0,118.55,10.0,1.0,1.19166443,260506586.0,119.35,10.0,1.0,1.19166443,260506586.0,121.85,10.0,1.0,1.19166443,260506586.0,124.2,10.0,1.0,1.19166443,76.57507705566292
260506586.0,118.55,10.0,1.0,1.19166443,260506586.0,119.35,10.0,1.0,1.19166443,260506586.0,121.85,10.0,1.0,1.19166443,260506586.0,124.2,10.0,1.0,1.19166443,260506586.0,124.25,10.0,1.0,1.19166443,76.39268268853563
260506586.0,119.35,10.0,1.0,1.19166443,260506586.0,121.85,10.0,1.0,1.19166443,260506586.0,124.2,10.0,1.0,1.19166443,260506586.0,124.25,10.0,1.0,1.19166443,261541129.0,124.5,10.0,1.0,1.19166443,76.37525899396685
260506586.0,121.85,10.0,1.0,1.19166443,260506586.0,124.2,10.0,1.0,1.19166443,260506586.0,124.25,10.0,1.0,1.19166443,261541129.0,124.5,10.0,1.0,1.19166443,261541129.0,124.65,10.0,1.0,1.19166443,75.25164012536868
260506586.0,124.2,10.0,1.0,1.19166443,260506586.0,124.25,10.0,1.0,1.19166443,261541129.0,124.5,10.0,1.0,1.19166443,261541129.0,124.65,10.0,1.0,1.19166443,261541129.0,122.4,10.0,1.0,1.19166443,73.45801233004843
