0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,target
1128878164.0,11.125,10.0,1.0,1.09998087,1128878164.0,11.295,10.0,1.0,1.09998087,1128878164.0,11.3,10.0,1.0,1.09998087,1128878164.0,11.31,10.0,1.0,1.09998087,1128878164.0,11.585,10.0,1.0,1.09998087,11.443525020602806
1128878164.0,11.295,10.0,1.0,1.09998087,1128878164.0,11.3,10.0,1.0,1.09998087,1128878164.0,11.31,10.0,1.0,1.09998087,1128878164.0,11.585,10.0,1.0,1.09998087,1128878164.0,11.775,10.0,1.0,1.09998087,11.492236498956771
1128878164.0,11.3,10.0,1.0,1.09998087,1128878164.0,11.31,10.0,1.0,1.09998087,1128878164.0,11.585,10.0,1.0,1.09998087,1128878164.0,11.775,10.0,1.0,1.09998087,1128878164.0,11.835,10.0,1.0,1.09998087,11.223599736381187
1128878164.0,11.31,10.0,1.0,1.09998087,1128878164.0,11.585,10.0,1.0,1.09998087,1128878164.0,11.775,10.0,1.0,1.09998087,1128878164.0,11.835,10.0,1.0,1.09998087,1128878164.0,11.715,10.0,1.0,1.09998087,11.153491494579498
1128878164.0,11.585,10.0,1.0,1.09998087,1128878164.0,11.775,10.0,1.0,1.09998087,1128878164.0,11.835,10.0,1.0,1.09998087,1128878164.0,11.715,10.0,1.0,1.09998087,1128878164.0,11.54,10.0,1.0,1.09998087,11.040597978488409
1128878164.0,11.775,10.0,1.0,1.09998087,1128878164.0,11.835,10.0,1.0,1.09998087,1128878164.0,11.715,10.0,1.0,1.09998087,1128878164.0,11.54,10.0,1.0,1.09998087,1128878164.0,11.21,10.0,1.0,1.09998087,11.18251236348107
1128878164.0,11.835,10.0,1.0,1.09998087,1128878164.0,11.715,10.0,1.0,1.09998087,1128878164.0,11.54,10.0,1.0,1.09998087,1128878164.0,11.21,10.0,1.0,1.09998087,1128878164.0,11.175,10.0,1.0,1.09998087,11.32496503740344
1128878164.0,11.715,10.0,1.0,1.09998087,1128878164.0,11.54,10.0,1.0,1.09998087,1128878164.0,11.21,10.0,1.0,1.09998087,1128878164.0,11.175,10.0,1.0,1.09998087,1128878164.0,11.595,10.0,1.0,1.09998087,11.317647170181631
1128878164.0,11.54,10.0,1.0,1.09998087,1128878164.0,11.21,10.0,1.0,1.09998087,1128878164.0,11.175,10.0,1.0,1.09998087,1128878164.0,11.595,10.0,1.0,1.09998087,1128878164.0,11.62,10.0,1.0,1.09998087,11.074623429244516
1128878164.0,11.21,10.0,1.0,1.09998087,1128878164.0,11.175,10.0,1.0,1.09998087,1128878164.0,11.595,10.0,1.0,1.09998087,1128878164.0,11.62,10.0,1.0,1.09998087,1128878164.0,11.36,10.0,1.0,1.09998087,11.05354402813192
1128878164.0,11.175,10.0,1.0,1.09998087,1128878164.0,11.595,10.0,1.0,1.09998087,1128878164.0,11.62,10.0,1.0,1.09998087,1128878164.0,11.36,10.0,1.0,1.09998087,1128878164.0,11.355,10.0,1.0,1.09998087,11.205344983224942
