0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,target
26676560828.0,1.9492,10.0,1.0,5.09037733,26676560828.0,1.9512,10.0,1.0,5.09037733,26676560828.0,1.938,10.0,1.0,5.09037733,26676560828.0,1.8752,10.0,1.0,5.33496083,26676560828.0,1.857485,10.0,1.0,5.33496083,2.708364363567158
26676560828.0,1.9512,10.0,1.0,5.09037733,26676560828.0,1.938,10.0,1.0,5.09037733,26676560828.0,1.8752,10.0,1.0,5.33496083,26676560828.0,1.857485,10.0,1.0,5.33496083,26676560828.0,1.8814,10.0,1.0,5.33496083,2.70345883165569
26676560828.0,1.938,10.0,1.0,5.09037733,26676560828.0,1.8752,10.0,1.0,5.33496083,26676560828.0,1.857485,10.0,1.0,5.33496083,26676560828.0,1.8814,10.0,1.0,5.33496083,26676560828.0,1.879478,10.0,1.0,5.33496083,2.659579878759381
26676560828.0,1.8752,10.0,1.0,5.33496083,26676560828.0,1.857485,10.0,1.0,5.33496083,26676560828.0,1.8814,10.0,1.0,5.33496083,26676560828.0,1.879478,10.0,1.0,5.33496083,26676560828.0,1.8514,10.0,1.0,5.33496083,2.6689398769881287
26676560828.0,1.857485,10.0,1.0,5.33496083,26676560828.0,1.8814,10.0,1.0,5.33496083,26676560828.0,1.879478,10.0,1.0,5.33496083,26676560828.0,1.8514,10.0,1.0,5.33496083,26676560828.0,1.8494,10.0,1.0,5.33496083,2.6434307468925167
26676560828.0,1.8814,10.0,1.0,5.33496083,26676560828.0,1.879478,10.0,1.0,5.33496083,26676560828.0,1.8514,10.0,1.0,5.33496083,26676560828.0,1.8494,10.0,1.0,5.33496083,26676560828.0,1.8464,10.0,1.0,5.33496083,2.664692983139666
26676560828.0,1.879478,10.0,1.0,5.33496083,26676560828.0,1.8514,10.0,1.0,5.33496083,26676560828.0,1.8494,10.0,1.0,5.33496083,26676560828.0,1.8464,10.0,1.0,5.33496083,26676560828.0,1.8468,10.0,1.0,5.33496083,2.6855785733609823
26676560828.0,1.8514,10.0,1.0,5.33496083,26676560828.0,1.8494,10.0,1.0,5.33496083,26676560828.0,1.8464,10.0,1.0,5.33496083,26676560828.0,1.8468,10.0,1.0,5.33496083,26676560828.0,1.828131,10.0,1.0,5.33496083,2.685677362357652
26676560828.0,1.8494,10.0,1.0,5.33496083,26676560828.0,1.8464,10.0,1.0,5.33496083,26676560828.0,1.8468,10.0,1.0,5.33496083,26676560828.0,1.828131,10.0,1.0,5.33496083,26676560828.0,1.8584,10.0,1.0,5.33496083,2.6753653118470995
26676560828.0,1.8464,10.0,1.0,5.33496083,26676560828.0,1.8468,10.0,1.0,5.33496083,26676560828.0,1.828131,10.0,1.0,5.33496083,26676560828.0,1.8584,10.0,1.0,5.33496083,26676560828.0,1.8414,10.0,1.0,5.33496083,2.6881071053674703
26676560828.0,1.8468,10.0,1.0,5.33496083,26676560828.0,1.828131,10.0,1.0,5.33496083,26676560828.0,1.8584,10.0,1.0,5.33496083,26676560828.0,1.8414,10.0,1.0,5.33496083,26676560828.0,1.8446,10.0,1.0,5.33496083,2.690837184078261
26676560828.0,1.828131,10.0,1.0,5.33496083,26676560828.0,1.8584,10.0,1.0,5.33496083,26676560828.0,1.8414,10.0,1.0,5.33496083,26676560828.0,1.8446,10.0,1.0,5.33496083,26676560828.0,1.8398,10.0,1.0,5.33496083,2.6667321325175783
26676560828.0,1.8584,10.0,1.0,5.33496083,26676560828.0,1.8414,10.0,1.0,5.33496083,26676560828.0,1.8446,10.0,1.0,5.33496083,26676560828.0,1.8398,10.0,1.0,5.33496083,26676560828.0,1.8154,10.0,1.0,5.33496083,2.6687777141662927
26676560828.0,1.8414,10.0,1.0,5.33496083,26676560828.0,1.8446,10.0,1.0,5.33496083,26676560828.0,1.8398,10.0,1.0,5.33496083,26676560828.0,1.8154,10.0,1.0,5.33496083,26676560828.0,1.8024,10.0,1.0,5.33496083,2.6772362434803063
26676560828.0,1.8446,10.0,1.0,5.33496083,26676560828.0,1.8398,10.0,1.0,5.33496083,26676560828.0,1.8154,10.0,1.0,5.33496083,26676560828.0,1.8024,10.0,1.0,5.33496083,26676560828.0,1.8128,10.0,1.0,5.33496083,2.667035258282332
26676560828.0,1.8398,10.0,1.0,5.33496083,26676560828.0,1.8154,10.0,1.0,5.33496083,26676560828.0,1.8024,10.0,1.0,5.33496083,26676560828.0,1.8128,10.0,1.0,5.33496083,26676560828.0,1.8294,10.0,1.0,5.33496083,2.6645098814487795
26676560828.0,1.8154,10.0,1.0,5.33496083,26676560828.0,1.8024,10.0,1.0,5.33496083,26676560828.0,1.8128,10.0,1.0,5.33496083,26676560828.0,1.8294,10.0,1.0,5.33496083,26676560828.0,1.8126,10.0,1.0,5.33496083,2.69535576768016
26676560828.0,1.8024,10.0,1.0,5.33496083,26676560828.0,1.8128,10.0,1.0,5.33496083,26676560828.0,1.8294,10.0,1.0,5.33496083,26676560828.0,1.8126,10.0,1.0,5.33496083,26676560828.0,1.8352,10.0,1.0,5.33496083,2.717655033063098
26676560828.0,1.8128,10.0,1.0,5.33496083,26676560828.0,1.8294,10.0,1.0,5.33496083,26676560828.0,1.8126,10.0,1.0,5.33496083,26676560828.0,1.8352,10.0,1.0,5.33496083,26676560828.0,1.8474,10.0,1.0,5.33496083,2.709919303129102
26676560828.0,1.8294,10.0,1.0,5.33496083,26676560828.0,1.8126,10.0,1.0,5.33496083,26676560828.0,1.8352,10.0,1.0,5.33496083,26676560828.0,1.8474,10.0,1.0,5.33496083,26676560828.0,1.865,10.0,1.0,5.33496083,2.755909137348478
26676560828.0,1.8126,10.0,1.0,5.33496083,26676560828.0,1.8352,10.0,1.0,5.33496083,26676560828.0,1.8474,10.0,1.0,5.33496083,26676560828.0,1.865,10.0,1.0,5.33496083,26676560828.0,1.879,10.0,1.0,5.33496083,2.7322012521572
26676560828.0,1.8352,10.0,1.0,5.33496083,26676560828.0,1.8474,10.0,1.0,5.33496083,26676560828.0,1.865,10.0,1.0,5.33496083,26676560828.0,1.879,10.0,1.0,5.33496083,26676560828.0,1.8846,10.0,1.0,5.33496083,2.7112162924107324
26676560828.0,1.8474,10.0,1.0,5.33496083,26676560828.0,1.865,10.0,1.0,5.33496083,26676560828.0,1.879,10.0,1.0,5.33496083,26676560828.0,1.8846,10.0,1.0,5.33496083,26676560828.0,1.8718,10.0,1.0,5.33496083,2.6561906404062254
