0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,target
438271869.0,92.74,10.0,1.0,1.50185161,438271869.0,91.65,10.0,1.0,1.50185161,438271869.0,91.72,10.0,1.0,1.50185161,438271869.0,92.67,10.0,1.0,1.50185161,438271869.0,93.54,10.0,1.0,1.50185161,90.96969665845124
438271869.0,91.65,10.0,1.0,1.50185161,438271869.0,91.72,10.0,1.0,1.50185161,438271869.0,92.67,10.0,1.0,1.50185161,438271869.0,93.54,10.0,1.0,1.50185161,438271869.0,93.58,10.0,1.0,1.50185161,90.28700732137104
438271869.0,91.72,10.0,1.0,1.50185161,438271869.0,92.67,10.0,1.0,1.50185161,438271869.0,93.54,10.0,1.0,1.50185161,438271869.0,93.58,10.0,1.0,1.50185161,438271869.0,93.14,10.0,1.0,1.50185161,87.00829649899322
438271869.0,92.67,10.0,1.0,1.50185161,438271869.0,93.54,10.0,1.0,1.50185161,438271869.0,93.58,10.0,1.0,1.50185161,438271869.0,93.14,10.0,1.0,1.50185161,438271869.0,90.75,10.0,1.0,1.50185161,84.85056105052581
438271869.0,93.54,10.0,1.0,1.50185161,438271869.0,93.58,10.0,1.0,1.50185161,438271869.0,93.14,10.0,1.0,1.50185161,438271869.0,90.75,10.0,1.0,1.50185161,438271869.0,87.65,10.0,1.0,1.50185161,85.99658498184918
438271869.0,93.58,10.0,1.0,1.50185161,438271869.0,93.14,10.0,1.0,1.50185161,438271869.0,90.75,10.0,1.0,1.50185161,438271869.0,87.65,10.0,1.0,1.50185161,438271869.0,86.94,10.0,1.0,1.50185161,86.11129037458224
438271869.0,93.14,10.0,1.0,1.50185161,438271869.0,90.75,10.0,1.0,1.50185161,438271869.0,87.65,10.0,1.0,1.50185161,438271869.0,86.94,10.0,1.0,1.50185161,438271869.0,87.82,10.0,1.0,1.50185161,88.16271848064649
438271869.0,90.75,10.0,1.0,1.50185161,438271869.0,87.65,10.0,1.0,1.50185161,438271869.0,86.94,10.0,1.0,1.50185161,438271869.0,87.82,10.0,1.0,1.50185161,438271869.0,90.08,10.0,1.0,1.50185161,97.53579853338468
438271869.0,87.65,10.0,1.0,1.50185161,438271869.0,86.94,10.0,1.0,1.50185161,438271869.0,87.82,10.0,1.0,1.50185161,438271869.0,90.08,10.0,1.0,1.50185161,438271869.0,97.11,10.0,1.0,1.50185161,96.23921194931864
438271869.0,86.94,10.0,1.0,1.50185161,438271869.0,87.82,10.0,1.0,1.50185161,438271869.0,90.08,10.0,1.0,1.50185161,438271869.0,97.11,10.0,1.0,1.50185161,438271869.0,99.72,10.0,1.0,1.50185161,95.10474864379792
438271869.0,87.82,10.0,1.0,1.50185161,438271869.0,90.08,10.0,1.0,1.50185161,438271869.0,97.11,10.0,1.0,1.50185161,438271869.0,99.72,10.0,1.0,1.50185161,438271869.0,98.9,10.0,1.0,1.51245898,96.09271369634992
438271869.0,90.08,10.0,1.0,1.50185161,438271869.0,97.11,10.0,1.0,1.50185161,438271869.0,99.72,10.0,1.0,1.50185161,438271869.0,98.9,10.0,1.0,1.51245898,438271869.0,97.91,10.0,1.0,1.51245898,96.06804414148868
438271869.0,97.11,10.0,1.0,1.50185161,438271869.0,99.72,10.0,1.0,1.50185161,438271869.0,98.9,10.0,1.0,1.51245898,438271869.0,97.91,10.0,1.0,1.51245898,438271869.0,99.27,10.0,1.0,1.51245898,95.44959970794662
