datadate,gvkey,iid,conm,curcdd,ajexdi,cshoc,cshtrd,prccd,prchd,prcld,prcstd,qunit,trfd,epf,exchg,tpci,monthend
5/12/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1126364,77.58077304873594,81.86,79.63,10,1,1.53183528,Y,104,0,0
5/13/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1298721,78.45065087951934,81.51,79.5,10,1,1.53183528,Y,104,0,0
5/16/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1460802,81.15075437962786,84.39,80.95,10,1,1.53183528,Y,104,0,0
5/17/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1543423,80.60658806457974,85.24,83.45,10,1,1.53183528,Y,104,0,0
5/18/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,987582,80.47037537081648,84.55,82.56,10,1,1.53183528,Y,104,0,0
5/19/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,883494,80.20486638135226,84.08,82.92,10,1,1.53183528,Y,104,0,0
5/20/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1419359,80.95785806815977,85.26,83.92,10,1,1.53183528,Y,104,0,0
5/23/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1014739,81.40228436673011,86.13,84.88,10,1,1.53183528,Y,104,0,0
5/24/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1189665,80.6841694,87.11,84.51,10,1,1.53183528,Y,104,0,0
5/25/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1252839,80.90277067667738,88.68,87.44,10,1,1.53183528,Y,104,0,0
5/26/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1015971,80.69163484758758,88.67,87.84,10,1,1.53183528,Y,104,0,0
5/27/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1102096,81.81338329917305,89.78,88.54,10,1,1.53183528,Y,104,0,0
5/30/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,505468,81.34354383256593,90,88.68,10,1,1.53183528,Y,104,0,0
5/31/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,2236109,81.91317323810168,89.92,88.98,10,1,1.53183528,Y,104,0,1
6/1/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1014661,82.32249340231442,89.64,88.3,10,1,1.53183528,Y,104,0,0
6/2/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,749184,82.37929304289077,89.46,88.62,10,1,1.53183528,Y,104,0,0
6/3/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1102457,82.77081997242371,90.67,88.26,10,1,1.53183528,Y,104,0,0
6/6/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,674746,81.98215352705448,89.19,88.3,10,1,1.53183528,Y,104,0,0
6/7/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,830273,81.4326751,89.42,88.67,10,1,1.53183528,Y,104,0,0
6/8/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,680776,81.27594605047118,89.05,87.96,10,1,1.53183528,Y,104,0,0
6/9/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,695829,82.06020688,88.87,87.3,10,1,1.53183528,Y,104,0,0
6/10/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1151827,82.52940463,88.1,86.15,10,1,1.53183528,Y,104,0,0
6/13/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,951908,83.31571938929709,86,84.68,10,1,1.53183528,Y,104,0,0
6/14/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1383981,82.95334575764082,84.74,83.1,10,1,1.53183528,Y,104,0,0
6/15/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1163523,82.54476807,84.99,83.91,10,1,1.53183528,Y,104,0,0
6/16/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1199694,83.50140866225105,84.38,82.92,10,1,1.53183528,Y,104,0,0
6/17/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1815349,81.28371297650823,84.86,82.6,10,1,1.53183528,Y,104,0,0
6/20/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1298602,80.35611730610653,86.18,83.4,10,1,1.53183528,Y,104,0,0
6/21/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1152781,80.92353044,87.45,85.92,10,1,1.53183528,Y,104,0,0
6/22/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,945684,80.78498823482374,88.2,87,10,1,1.53183528,Y,104,0,0
6/23/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1175627,80.21213727833799,89.39,87.3,10,1,1.53183528,Y,104,0,0
6/24/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,3732114,84.09929887,86.99,79.38,10,1,1.53183528,Y,104,0,0
6/27/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,2043250,86.04285352174718,85.03,82.9,10,1,1.53183528,Y,104,0,0
6/28/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1322049,84.30985181585724,85.46,83.13,10,1,1.53183528,Y,104,0,0
6/29/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,903882,83.44408325557409,86.86,84.56,10,1,1.53183528,Y,104,0,0
6/30/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1370821,84.35081343,88.55,86.31,10,1,1.53183528,Y,104,0,1
7/1/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,904882,83.32591391960075,89.05,86.85,10,1,1.53183528,Y,104,0,0
7/4/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,429181,83.19553900338448,88.72,87.19,10,1,1.53183528,Y,104,0,0
7/5/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,944117,83.75867431664162,87.1,85.96,10,1,1.53183528,Y,104,0,0
7/6/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1336205,83.69940941565487,85.68,83.54,10,1,1.53183528,Y,104,0,0
7/7/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,839218,83.56893577110736,85.99,84.75,10,1,1.53183528,Y,104,0,0
7/8/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1043326,83.63078153978954,87.66,85.05,10,1,1.53183528,Y,104,0,0
7/11/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1177956,84.76375724,90.28,88.49,10,1,1.53183528,Y,104,0,0
7/12/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1018257,84.08280323354401,91.38,90.5,10,1,1.53183528,Y,104,0,0
7/13/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,999779,84.49836852952566,91.73,90.65,10,1,1.53183528,Y,104,0,0
7/14/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1459199,85.01488715021485,93.46,91.79,10,1,1.53183528,Y,104,0,0
7/15/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1076977,84.69630935327389,92.35,90.87,10,1,1.53183528,Y,104,0,0
7/18/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1025849,85.32644544788316,93.77,91.9,10,1,1.53183528,Y,104,0,0
7/19/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1268437,87.05024604346279,94.78,92.11,10,1,1.53183528,Y,104,0,0
7/20/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,2058357,88.51662344,98.46,95.18,10,1,1.53183528,Y,104,0,0
7/21/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1657503,87.66672630247187,96.96,95.14,10,1,1.53183528,Y,104,0,0
7/22/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,733782,87.32297804,96.25,95.11,10,1,1.53183528,Y,104,0,0
7/25/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,702855,87.81474712646205,97.19,95.8,10,1,1.53183528,Y,104,0,0
7/26/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,971231,88.86186599257181,98.27,96.66,10,1,1.53183528,Y,104,0,0
7/27/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1351363,89.29540005076485,100.5,98.89,10,1,1.53183528,Y,104,0,0
7/28/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1115157,89.83655412410947,99.92,98.27,10,1,1.53183528,Y,104,0,0
7/29/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1179479,89.17593750292444,99.2,98.32,10,1,1.53183528,Y,104,0,1
8/1/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,682365,89.07768336526482,99.63,97.93,10,1,1.53183528,Y,104,0,0
8/2/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1254481,89.50864649,99.19,97.29,10,1,1.53183528,Y,104,0,0
8/3/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,926052,89.31186723319951,97.62,96.19,10,1,1.53183528,Y,104,0,0
8/4/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,916904,90.08016413726355,99.01,97.06,10,1,1.53183528,Y,104,0,0
8/5/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1771871,88.93130328964459,100,98.66,10,1,1.53183528,Y,104,0,0
8/8/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,713522,88.74403863456817,99.14,98.41,10,1,1.53183528,Y,104,0,0
8/9/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,725154,87.96856715435365,99.18,98.61,10,1,1.53183528,Y,104,0,0
8/10/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1031836,87.16234898579175,99.23,97.86,10,1,1.53183528,Y,104,0,0
8/11/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,769838,87.3305758,99.25,98.17,10,1,1.53183528,Y,104,0,0
8/12/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,492033,87.46615855080184,99.34,98.58,10,1,1.53183528,Y,104,0,0
8/15/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,482656,87.55701105359705,99.97,98.81,10,1,1.53183528,Y,104,0,0
8/16/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,626601,86.99030751893822,99.21,97.91,10,1,1.53183528,Y,104,0,0
8/17/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,2606503,83.45594244378995,94.1,90.92,10,1,1.53183528,Y,104,0,0
8/18/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,1018692,83.40547323797523,94.62,93.4,10,1,1.53183528,Y,104,0,0
8/19/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,940101,84.64874446459606,94.54,93.55,10,1,1.53183528,Y,104,0,0
8/22/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,765627,84.45490964,94.91,93.51,10,1,1.53183528,Y,104,0,0
8/23/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,830060,84.77580637,96.35,94.81,10,1,1.53183528,Y,104,0,0
8/24/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,621685,84.04998495622192,96.18,94.71,10,1,1.53183528,Y,104,0,0
8/25/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,640818,83.82853033067143,95.25,94.08,10,1,1.53183528,Y,104,0,0
8/26/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,643930,83.75359953773875,95.3,94.2,10,1,1.53183528,Y,104,0,0
8/29/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,447800,84.26130702,95.76,93.99,10,1,1.53183528,Y,104,0,0
8/30/2016,61214,01W,ASML HOLDING NV,EUR,1,433332427,927016,84.77659977888227,97.49,95.85,10,1,1.53183528,Y,104,0,0
8/31/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,755590,83.92932393765031,96.78,95.37,10,1,1.53183528,Y,104,0,1
9/1/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,635502,83.82614191655979,95.96,95.03,10,1,1.53183528,Y,104,0,0
9/2/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,717233,83.12334484290977,96.87,95.24,10,1,1.53183528,Y,104,0,0
9/5/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,503019,82.45084987590596,97.09,95.96,10,1,1.53183528,Y,104,0,0
9/6/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,559819,82.65787708737409,96.71,95.67,10,1,1.53183528,Y,104,0,0
9/7/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,551809,82.47199949091143,97.06,95.91,10,1,1.53183528,Y,104,0,0
9/8/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,2113978,79.63995634590327,94.75,91.87,10,1,1.53183528,Y,104,0,0
9/9/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,958912,80.05699213813082,92.95,91.51,10,1,1.53183528,Y,104,0,0
9/12/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1379871,79.85728444013245,90.94,89.2,10,1,1.53183528,Y,104,0,0
9/13/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,911622,80.38667366,92.05,90.52,10,1,1.53183528,Y,104,0,0
9/14/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1024121,80.0558939,91.04,89.8,10,1,1.53183528,Y,104,0,0
9/15/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1107700,80.83265002,91.86,90.14,10,1,1.53183528,Y,104,0,0
9/16/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,2264976,80.81523748,91.95,90.35,10,1,1.53183528,Y,104,0,0
9/19/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,850199,81.30635704832223,92.84,91.99,10,1,1.53183528,Y,104,0,0
9/20/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,917020,82.28732388098464,93.93,92.5,10,1,1.53183528,Y,104,0,0
9/21/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1020037,82.73431214293751,95.16,94.3,10,1,1.53183528,Y,104,0,0
9/22/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1161394,83.35833417576633,97.48,95.46,10,1,1.53183528,Y,104,0,0
9/23/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,805948,83.92367257690165,97.28,96.71,10,1,1.53183528,Y,104,0,0
9/26/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,952979,84.96212227843941,96.89,96.17,10,1,1.53183528,Y,104,0,0
9/27/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1018579,85.25230358293322,97.58,96.07,10,1,1.53183528,Y,104,0,0
9/28/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,812076,84.50949184527418,98.57,97.2,10,1,1.53183528,Y,104,0,0
9/29/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,697960,83.83601516498452,98,96.54,10,1,1.53183528,Y,104,0,0
9/30/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1241474,84.63194457187153,97.96,95.5,10,1,1.53183528,Y,104,0,1
10/3/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,524723,84.19259176605168,97.9,97.07,10,1,1.53183528,Y,104,0,0
10/4/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,803991,83.82833888004835,98.37,97.13,10,1,1.53183528,Y,104,0,0
10/5/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,715905,83.81658499030499,97.65,96.73,10,1,1.53183528,Y,104,0,0
10/6/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,883147,83.58437487303866,97.44,96.38,10,1,1.53183528,Y,104,0,0
10/7/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1447747,82.87106192957971,97.21,95.01,10,1,1.53183528,Y,104,0,0
10/10/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,801437,83.47310354,96.6,94.9,10,1,1.53183528,Y,104,0,0
10/11/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1268351,81.36709045759761,96.96,93.56,10,1,1.53183528,Y,104,0,0
10/12/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1159727,80.60155569994133,93.15,92.19,10,1,1.53183528,Y,104,0,0
10/13/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1499255,79.86821757,91.83,90.59,10,1,1.53183528,Y,104,0,0
10/14/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1156194,80.04111916427121,92.67,90.64,10,1,1.53183528,Y,104,0,0
10/17/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,847433,80.24952039931651,92.08,91.12,10,1,1.53183528,Y,104,0,0
10/18/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1313661,79.7555088,93.3,92.06,10,1,1.53183528,Y,104,0,0
10/19/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1762375,81.14213342,96.79,94.16,10,1,1.53183528,Y,104,0,0
10/20/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,992848,80.40153506657967,95.18,93.51,10,1,1.53183528,Y,104,0,0
10/21/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1423994,81.97293174988722,96.2,94.47,10,1,1.53183528,Y,104,0,0
10/24/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1013709,82.11089217131787,97.43,96.03,10,1,1.53183528,Y,104,0,0
10/25/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,764962,81.88680761815449,96.9,95.7,10,1,1.53183528,Y,104,0,0
10/26/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,766849,82.09677066337376,95.91,95,10,1,1.53183528,Y,104,0,0
10/27/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1135206,82.16418156691142,97.15,95.55,10,1,1.53183528,Y,104,0,0
10/28/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,914060,82.61950920209351,96.39,94.4,10,1,1.53183528,Y,104,0,0
10/31/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1372145,83.27906333882196,97.21,95.85,10,1,1.53183528,Y,104,0,1
11/1/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1296346,82.33500283634936,97.3,94.05,10,1,1.53183528,Y,104,0,0
11/2/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1140219,82.82134640942569,94.28,92.71,10,1,1.53183528,Y,104,0,0
11/3/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1197628,81.53396021948586,94.09,92,10,1,1.53183528,Y,104,0,0
11/4/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1045817,82.23822219671004,92.63,91.38,10,1,1.53183528,Y,104,0,0
11/7/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,843196,82.55268587636688,94.62,93.3,10,1,1.53183528,Y,104,0,0
11/8/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,735716,82.17244272405277,94.86,93.64,10,1,1.53183528,Y,104,0,0
11/9/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1658305,80.72413022799171,94.43,90.5,10,1,1.53183528,Y,104,0,0
11/10/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1228479,79.84474453884795,95.47,92.51,10,1,1.53183528,Y,104,0,0
11/11/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1407455,78.51181979553425,93.93,90.95,10,1,1.53183528,Y,104,0,0
11/14/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1230674,79.33952906482001,93.95,91.86,10,1,1.53183528,Y,104,0,0
11/15/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,727081,79.37313491989113,93.14,91.95,10,1,1.53183528,Y,104,0,0
11/16/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,914638,80.24462989,93.98,92.47,10,1,1.53183528,Y,104,0,0
11/17/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1423114,81.48489092409882,95.93,93.1,10,1,1.53183528,Y,104,0,0
11/18/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,2087885,83.96160714613384,98.79,95.68,10,1,1.53183528,Y,104,0,0
11/21/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1005654,83.56768331073056,99.27,97.27,10,1,1.53183528,Y,104,0,0
11/22/2016,61214,01W,ASML HOLDING NV,EUR,1,433333513,1073525,83.75674850603227,99.41,98.52,10,1,1.53183528,Y,104,0,0
11/23/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,1127548,84.19851183,99.79,98.67,10,1,1.53183528,Y,104,0,0
11/24/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,598968,83.72504207984146,100,98.63,10,1,1.53183528,Y,104,0,0
11/25/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,732078,82.49024086063523,99.66,97.8,10,1,1.53183528,Y,104,0,0
11/28/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,682414,82.83437844614033,98.12,97.03,10,1,1.53183528,Y,104,0,0
11/29/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,755343,82.23431692321851,98.04,96.83,10,1,1.53183528,Y,104,0,0
11/30/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,1124492,81.94586390555133,98.05,96.93,10,1,1.53183528,Y,104,0,1
12/1/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,1174753,80.15648042795651,97.01,94.77,10,1,1.53183528,Y,104,0,0
12/2/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,1274833,79.28997497724647,94.16,92.67,10,1,1.53183528,Y,104,0,0
12/5/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,1022330,80.17127366818794,96.34,93.06,10,1,1.53183528,Y,104,0,0
12/6/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,879855,79.21094965538458,95.75,94.66,10,1,1.53183528,Y,104,0,0
12/7/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,975772,78.32966293614868,96.58,94.76,10,1,1.53183528,Y,104,0,0
12/8/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,1294886,78.78692823498157,97.72,95.8,10,1,1.53183528,Y,104,0,0
12/9/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,787370,77.67983970134273,98.08,96.85,10,1,1.53183528,Y,104,0,0
12/12/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,677859,78.04645213088422,97.49,96.3,10,1,1.53183528,Y,104,0,0
12/13/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,971994,77.85430077053995,98.54,97.07,10,1,1.53183528,Y,104,0,0
12/14/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,757803,78.07047431453582,98.64,97.51,10,1,1.53183528,Y,104,0,0
12/15/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,1740283,79.66153854708897,101.1,98.3,10,1,1.53183528,Y,104,0,0
12/16/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,2476980,80.03701999964933,102.75,100.6,10,1,1.53183528,Y,104,0,0
12/19/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,1403965,82.71035202399463,106.1,102.8,10,1,1.53183528,Y,104,0,0
12/20/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,1001611,82.35481597512269,105.95,104.65,10,1,1.53183528,Y,104,0,0
12/21/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,778620,82.60099006849067,106.6,105.05,10,1,1.53183528,Y,104,0,0
12/22/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,692346,82.52990821714998,105.95,104.8,10,1,1.53183528,Y,104,0,0
12/23/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,398061,82.73495571285433,106.15,105.1,10,1,1.53183528,Y,104,0,0
12/26/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,,82.66842581893123,,,5,1,1.53183528,Y,104,0,0
12/27/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,335746,82.97950086383469,106.75,105.9,10,1,1.53183528,Y,104,0,0
12/28/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,476922,83.02987865265806,107.15,106.15,10,1,1.53183528,Y,104,0,0
12/29/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,435875,82.59165239635611,106.7,105.8,10,1,1.53183528,Y,104,0,0
12/30/2016,61214,01W,ASML HOLDING NV,EUR,1,439199514,781754,82.65353618251542,106.65,105.35,10,1,1.53183528,Y,104,0,1
1/2/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,351491,82.44497041475492,107.25,105.85,10,1,1.53183528,Y,104,0,0
1/3/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,984387,81.39414997281169,107.65,106.45,10,1,1.53183528,Y,104,0,0
1/4/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,999893,80.33365349711633,106.45,104.75,10,1,1.53183528,Y,104,0,0
1/5/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,793691,80.36582250634598,105.85,103.95,10,1,1.53183528,Y,104,0,0
1/6/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,709335,80.34817203327488,105.45,104.1,10,1,1.53183528,Y,104,0,0
1/9/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,624914,81.45341890642452,106.5,104.85,10,1,1.53183528,Y,104,0,0
1/10/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,684274,81.55483636697565,107.15,106.3,10,1,1.53183528,Y,104,0,0
1/11/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,615048,81.50926909939511,107.7,106.2,10,1,1.53183528,Y,104,0,0
1/12/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,954359,81.70304678298758,108.1,106.1,10,1,1.53183528,Y,104,0,0
1/13/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,963414,82.29314045158276,108.55,106.8,10,1,1.53183528,Y,104,0,0
1/16/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,532923,82.41099702637162,108.45,107.1,10,1,1.53183528,Y,104,0,0
1/17/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1082818,82.44708239611397,108.6,106.7,10,1,1.53183528,Y,104,0,0
1/18/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,2994788,87.74672248525951,117.8,111.55,10,1,1.53183528,Y,104,0,0
1/19/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1503181,87.2782221,115.6,112.65,10,1,1.53183528,Y,104,0,0
1/20/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1702557,87.01407683318882,115.85,113.9,10,1,1.53183528,Y,104,0,0
1/23/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,828988,86.52697211610132,113.85,112.25,10,1,1.53183528,Y,104,0,0
1/24/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,940999,86.89980146097321,114.4,113.4,10,1,1.53183528,Y,104,0,0
1/25/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,848852,85.73674009925037,115.25,113.1,10,1,1.53183528,Y,104,0,0
1/26/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,991124,85.27935194731464,115.2,113.3,10,1,1.53183528,Y,104,0,0
1/27/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,828326,85.20349855,114.6,112.4,10,1,1.53183528,Y,104,0,0
1/30/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,864588,85.80584579619354,114.9,112.3,10,1,1.53183528,Y,104,0,0
1/31/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1176028,85.9293397,113.75,112.1,10,1,1.53183528,Y,104,0,1
2/1/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,844412,85.38193437437923,113.55,112.6,10,1,1.53183528,Y,104,0,0
2/2/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,930640,86.28992979301114,114.05,112,10,1,1.53183528,Y,104,0,0
2/3/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,608620,86.14553912577513,114.65,113.55,10,1,1.53183528,Y,104,0,0
2/6/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,574058,86.43466795498081,114.6,113.75,10,1,1.53183528,Y,104,0,0
