datadate,gvkey,iid,conm,curcdd,ajexdi,cshoc,cshtrd,prccd,prchd,prcld,prcstd,qunit,trfd,epf,exchg,tpci,monthend
2/7/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,794539,86.85284299,115.25,113.8,10,1,1.53183528,Y,104,0,0
2/8/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,900032,86.79944699910057,116.5,114.95,10,1,1.53183528,Y,104,0,0
2/9/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,852772,87.42390136004387,117.45,115.8,10,1,1.53183528,Y,104,0,0
2/10/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,804995,87.00743156,117.95,116.75,10,1,1.53183528,Y,104,0,0
2/13/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,783763,87.42797374913494,119.2,117.3,10,1,1.53183528,Y,104,0,0
2/14/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1039348,87.55963856007888,119.3,118,10,1,1.53183528,Y,104,0,0
2/15/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,806851,87.62840845404415,119.8,118.5,10,1,1.53183528,Y,104,0,0
2/16/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,940724,87.51887405296098,120.2,118.65,10,1,1.53183528,Y,104,0,0
2/17/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1129398,87.01325814545554,119.05,117.85,10,1,1.53183528,Y,104,0,0
2/20/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,631759,86.54439433625761,119.5,118.25,10,1,1.53183528,Y,104,0,0
2/21/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1183665,87.16542006330918,120.3,117.7,10,1,1.53183528,Y,104,0,0
2/22/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1734345,85.14407432,120.6,117.5,10,1,1.53183528,Y,104,0,0
2/23/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1217303,84.66777963,118,116.35,10,1,1.53183528,Y,104,0,0
2/24/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1093908,84.52666162760991,117.8,114.8,10,1,1.53183528,Y,104,0,0
2/27/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,708409,84.36529472417693,116.6,115.05,10,1,1.53183528,Y,104,0,0
2/28/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1361768,83.45675465066138,116.15,113.75,10,1,1.53183528,Y,104,0,1
3/1/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1418473,83.60663078,117.25,114.9,10,1,1.53183528,Y,104,0,0
3/2/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,945788,83.09380738387175,117,115.55,10,1,1.53183528,Y,104,0,0
3/3/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,875237,83.04994118720587,116.3,115.15,10,1,1.53183528,Y,104,0,0
3/6/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,648683,82.39324244427539,115.2,113.9,10,1,1.53183528,Y,104,0,0
3/7/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,716097,82.21493934110045,115,113.8,10,1,1.53183528,Y,104,0,0
3/8/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,806473,82.39618136375911,114.85,113.65,10,1,1.53183528,Y,104,0,0
3/9/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,822307,82.57660841206129,114.95,112.4,10,1,1.53183528,Y,104,0,0
3/10/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1154880,83.71803025631344,117.35,116.15,10,1,1.53183528,Y,104,0,0
3/13/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,991579,83.15369734488955,117.15,115.4,10,1,1.53183528,Y,104,0,0
3/14/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,754267,83.66879771992194,117.45,116.25,10,1,1.53183528,Y,104,0,0
3/15/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1415054,83.54649912905731,118.85,117.3,10,1,1.53183528,Y,104,0,0
3/16/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1031753,82.93155613911398,118.35,116.2,10,1,1.53183528,Y,104,0,0
3/17/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1715018,83.67028183965368,119.6,116.85,10,1,1.53183528,Y,104,0,0
3/20/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,817876,84.32646905629683,120.15,118.15,10,1,1.53183528,Y,104,0,0
3/21/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1127058,83.34856386118994,120.15,117.45,10,1,1.53183528,Y,104,0,0
3/22/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1169275,84.76001106786013,119.2,117.3,10,1,1.53183528,Y,104,0,0
3/23/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,814355,84.66628388,120.35,119,10,1,1.53183528,Y,104,0,0
3/24/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1580726,86.71212968832295,123.75,120.55,10,1,1.53183528,Y,104,0,0
3/27/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,975458,86.39533941925913,122.7,119.85,10,1,1.53183528,Y,104,0,0
3/28/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,850696,86.82541416594297,123.6,121.7,10,1,1.53183528,Y,104,0,0
3/29/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,779600,86.43848300393542,124.25,123.25,10,1,1.53183528,Y,104,0,0
3/30/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,576373,86.18883543495014,124.1,123.1,10,1,1.53183528,Y,104,0,0
3/31/2017,61214,01W,ASML HOLDING NV,EUR,1,439199514,1212078,86.18916906400338,124.4,123.3,10,1,1.53183528,Y,104,0,1
4/3/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,837667,86.0705534,124.9,123.6,10,1,1.53183528,Y,104,0,0
4/4/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,781619,86.29874733649801,124.7,123.1,10,1,1.53183528,Y,104,0,0
4/5/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,985882,85.59005098201234,124.3,122.85,10,1,1.53183528,Y,104,0,0
4/6/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,596005,85.00372245254911,123.1,122.1,10,1,1.53183528,Y,104,0,0
4/7/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,720190,85.50237343,123.95,122.05,10,1,1.53183528,Y,104,0,0
4/10/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,670200,84.64346850905137,124.3,122.8,10,1,1.53183528,Y,104,0,0
4/11/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1116307,83.83512505889611,122.65,120.9,10,1,1.53183528,Y,104,0,0
4/12/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,783114,83.65872872412996,122.6,121.25,10,1,1.53183528,Y,104,0,0
4/13/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,882930,84.05552614,122.4,120.55,10,1,1.53183528,Y,104,0,0
4/14/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,,83.98793433353985,,,5,1,1.53183528,Y,104,0,0
4/17/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,,83.92039688,,,5,1,1.53183528,Y,104,0,0
4/18/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1231558,84.87924541,122.65,120.35,10,1,1.53183528,Y,104,0,0
4/19/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1869567,83.02527431166368,124.95,119.5,10,1,1.53183528,Y,104,0,0
4/20/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1638669,83.51658950875556,121.55,118.8,10,1,1.53183528,Y,104,0,0
4/21/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1667317,83.98707925874288,122.15,121.05,10,1,1.53183528,Y,104,0,0
4/24/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1979507,82.68081202618983,124.75,122,10,1,1.53183528,Y,104,0,0
4/25/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1258207,82.71974289560532,124.95,122.65,10,1,1.53183528,Y,104,0,0
4/26/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1172935,81.38308988017377,123.2,121.45,10,1,1.53183528,Y,104,0,0
4/27/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,921660,81.97442313,123.15,121.1,10,1,1.53183528,Y,104,0,0
4/28/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1061320,81.30467525706085,122.3,121.2,10,1,1.54698322,Y,104,0,1
5/1/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,,81.34568584908233,,,5,1,1.54698322,Y,104,0,0
5/2/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1223432,81.99694759287281,123.55,121.25,10,1,1.54698322,Y,104,0,0
5/3/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1010177,81.67009861353534,123.4,122.25,10,1,1.54698322,Y,104,0,0
5/4/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,659176,80.96040725380988,123.45,122.3,10,1,1.54698322,Y,104,0,0
5/5/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,744445,80.14168717852101,123.5,122.4,10,1,1.54698322,Y,104,0,0
5/8/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,838313,79.79944088179359,122.95,121.5,10,1,1.54698322,Y,104,0,0
5/9/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,755482,80.47126584509306,124.15,121.95,10,1,1.54698322,Y,104,0,0
5/10/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,826851,79.70968836261608,124.1,122.85,10,1,1.54698322,Y,104,0,0
5/11/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,774661,79.88583809938852,123.7,122.15,10,1,1.54698322,Y,104,0,0
5/12/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,831387,80.12383394397708,123.6,122.2,10,1,1.54698322,Y,104,0,0
5/15/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,647934,80.24101007951954,123.95,123,10,1,1.54698322,Y,104,0,0
5/16/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,985136,79.89902673007006,124.1,123.15,10,1,1.54698322,Y,104,0,0
5/17/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1003666,79.12891310118746,123.35,120.65,10,1,1.54698322,Y,104,0,0
5/18/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1305220,79.34651839223145,120.7,118.2,10,1,1.54698322,Y,104,0,0
5/19/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1015315,78.72163722780002,121.05,120,10,1,1.54698322,Y,104,0,0
5/22/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,791195,77.89220439981875,120.45,118.35,10,1,1.54698322,Y,104,0,0
5/23/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,556996,77.92622676620621,119.95,118.95,10,1,1.54698322,Y,104,0,0
5/24/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,519941,77.59030842113131,120.15,119.3,10,1,1.54698322,Y,104,0,0
5/25/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,651076,77.96925031120634,120.4,117.95,10,1,1.54698322,Y,104,0,0
5/26/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,759257,78.01839459101701,120.6,119.6,10,1,1.54698322,Y,104,0,0
5/29/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,255568,77.62007937475266,119.8,119.1,10,1,1.54698322,Y,104,0,0
5/30/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,770188,77.59492179959213,119.7,118.45,10,1,1.54698322,Y,104,0,0
5/31/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1421038,76.63567318,119.1,117.4,10,1,1.54698322,Y,104,0,1
6/1/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,826231,76.98507174029683,118.9,117.1,10,1,1.54698322,Y,104,0,0
6/2/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,743694,76.88856841471643,120.15,118.55,10,1,1.54698322,Y,104,0,0
6/5/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,540057,76.48642298572454,119,117.9,10,1,1.54698322,Y,104,0,0
6/6/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,775456,76.84532059078678,118.3,117.2,10,1,1.54698322,Y,104,0,0
6/7/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,841968,77.35326173287255,119.4,117,10,1,1.54698322,Y,104,0,0
6/8/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,730597,77.81828710019946,120.1,118.75,10,1,1.54698322,Y,104,0,0
6/9/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,849410,77.67223073368889,120.45,118.95,10,1,1.54698322,Y,104,0,0
6/12/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,2656945,75.38611661258608,116.5,112.6,10,1,1.54698322,Y,104,0,0
6/13/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1337231,75.83605729101208,117.3,115.2,10,1,1.54698322,Y,104,0,0
6/14/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1141080,76.03248867333173,119.05,116.35,10,1,1.54698322,Y,104,0,0
6/15/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1505309,74.93700454679828,115.95,114,10,1,1.54698322,Y,104,0,0
6/16/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1722142,75.2321274,116.15,114.5,10,1,1.54698322,Y,104,0,0
6/19/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,856903,75.38191529217475,118,116,10,1,1.54698322,Y,104,0,0
6/20/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,897338,75.07570191753709,118.3,116.1,10,1,1.54698322,Y,104,0,0
6/21/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,904587,75.59026046326201,116.8,114.3,10,1,1.54698322,Y,104,0,0
6/22/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,951222,75.84621439895041,117.3,115.55,10,1,1.54698322,Y,104,0,0
6/23/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1573523,77.73445763928115,120.95,116.5,10,1,1.54698322,Y,104,0,0
6/26/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1182848,77.09297338281152,121.6,119.5,10,1,1.54698322,Y,104,0,0
6/27/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1218004,77.07083101241804,120.15,118.4,10,1,1.54698322,Y,104,0,0
6/28/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1365708,76.62253599090779,118.15,115.35,10,1,1.54698322,Y,104,0,0
6/29/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1779546,74.82995337,119.55,113.25,10,1,1.54698322,Y,104,0,0
6/30/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1635748,75.41944411497673,116.05,113.65,10,1,1.54698322,Y,104,0,1
7/3/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,733874,74.82492879,115.6,113.85,10,1,1.54698322,Y,104,0,0
7/4/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,673237,74.78005726824304,114.85,113.75,10,1,1.54698322,Y,104,0,0
7/5/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1092903,75.22087430649243,115.6,113.85,10,1,1.54698322,Y,104,0,0
7/6/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1416928,75.76251942325412,116.15,114.2,10,1,1.54698322,Y,104,0,0
7/7/2017,61214,01W,ASML HOLDING NV,EUR,1,439199575,1089003,76.51288457505376,116.8,114.2,10,1,1.54698322,Y,104,0,0
7/10/2017,61214,01W,ASML HOLDING NV,EUR,1,439200462,833671,76.90646405509268,118,116.7,10,1,1.54698322,Y,104,0,0
7/11/2017,61214,01W,ASML HOLDING NV,EUR,1,439200462,930023,77.28111824779393,118.75,117,10,1,1.54698322,Y,104,0,0
7/12/2017,61214,01W,ASML HOLDING NV,EUR,1,439200462,1030301,77.40842626480307,120.2,118,10,1,1.54698322,Y,104,0,0
7/13/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1024841,77.4527563,120.65,119.1,10,1,1.54698322,Y,104,0,0
7/14/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,816770,78.00269274042755,121.6,119.3,10,1,1.54698322,Y,104,0,0
7/17/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,980458,77.96748053,123.15,121.65,10,1,1.54698322,Y,104,0,0
7/18/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1252236,79.56694214,122.8,121.35,10,1,1.54698322,Y,104,0,0
7/19/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,2220526,83.37722720028474,130.4,126.8,10,1,1.54698322,Y,104,0,0
7/20/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,2169839,85.15160549498515,132.7,130.4,10,1,1.54698322,Y,104,0,0
7/21/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1732708,85.74257775777552,132.4,131.1,10,1,1.54698322,Y,104,0,0
7/24/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1156068,85.97533518122538,132.75,130.6,10,1,1.54698322,Y,104,0,0
7/25/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1262084,85.38552068191763,132.3,131.2,10,1,1.54698322,Y,104,0,0
7/26/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1236717,85.37122534871094,132.55,130.45,10,1,1.54698322,Y,104,0,0
7/27/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1346983,85.76294303878038,133.45,131.1,10,1,1.54698322,Y,104,0,0
7/28/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1755105,84.71897153770672,131.1,129.2,10,1,1.54698322,Y,104,0,0
7/31/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1293973,83.66449905114031,130,127.95,10,1,1.54698322,Y,104,0,1
8/1/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1186829,82.87180986459681,128.85,127.15,10,1,1.54698322,Y,104,0,0
8/2/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1100931,82.62108244215213,129.65,126.95,10,1,1.54698322,Y,104,0,0
8/3/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1026392,83.29261380636108,129,126.5,10,1,1.54698322,Y,104,0,0
8/4/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,689192,83.33973235,130.2,127.55,10,1,1.54698322,Y,104,0,0
8/7/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,624802,84.17100008279746,131.05,129.6,10,1,1.54698322,Y,104,0,0
8/8/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,648412,84.10520446107023,131.6,130.35,10,1,1.54698322,Y,104,0,0
8/9/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,774758,84.15654482828005,130.9,129.9,10,1,1.54698322,Y,104,0,0
8/10/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1093135,84.22778087,130.55,128.7,10,1,1.54698322,Y,104,0,0
8/11/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1303723,83.90281972255721,127.85,125.8,10,1,1.54698322,Y,104,0,0
8/14/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,693858,83.90198045761582,129.05,127.8,10,1,1.54698322,Y,104,0,0
8/15/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,581531,84.39906067867462,129.95,128.85,10,1,1.54698322,Y,104,0,0
8/16/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,592502,84.16637686727782,130.75,129.75,10,1,1.54698322,Y,104,0,0
8/17/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,899054,84.20270482048528,130.65,129.9,10,1,1.54698322,Y,104,0,0
8/18/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1330085,84.25598444906593,129.75,128.15,10,1,1.54698322,Y,104,0,0
8/21/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,785119,83.97491962,129.4,128,10,1,1.54698322,Y,104,0,0
8/22/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,629334,84.65796227,130.6,128.5,10,1,1.54698322,Y,104,0,0
8/23/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,615278,84.77532469076516,131.55,129.95,10,1,1.54698322,Y,104,0,0
8/24/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,660240,84.29704958255785,130.25,129.45,10,1,1.54698322,Y,104,0,0
8/25/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,543991,84.27571511046115,130.45,129.25,10,1,1.54698322,Y,104,0,0
8/28/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,590607,83.90983709187553,129.05,127.75,10,1,1.54698322,Y,104,0,0
8/29/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1050728,85.06506714,129.25,126.35,10,1,1.54698322,Y,104,0,0
8/30/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,668235,84.46030427350297,129.75,128.1,10,1,1.54698322,Y,104,0,0
8/31/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,1042739,84.63670072237332,131.1,129.9,10,1,1.54698322,Y,104,0,1
9/1/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,824328,85.02700860013783,132.4,131.25,10,1,1.54698322,Y,104,0,0
9/4/2017,61214,01W,ASML HOLDING NV,EUR,1,431464308,592997,84.48910867,131.6,130.6,10,1,1.54698322,Y,104,0,0
9/5/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,753409,84.70246627869425,131.75,130.3,10,1,1.54698322,Y,104,0,0
9/6/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,903410,84.76714356266764,131.3,129.4,10,1,1.54698322,Y,104,0,0
9/7/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1101055,85.76481811705465,133.2,130.9,10,1,1.54698322,Y,104,0,0
9/8/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,822471,85.51996228585536,133.9,132.55,10,1,1.54698322,Y,104,0,0
9/11/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,997546,85.85404273387395,135.35,133.3,10,1,1.54698322,Y,104,0,0
9/12/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1122322,84.93505431,136.45,134.45,10,1,1.54698322,Y,104,0,0
9/13/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,965282,85.01273182214857,135.05,133.95,10,1,1.54698322,Y,104,0,0
9/14/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,772455,85.30301856101818,136,133.8,10,1,1.54698322,Y,104,0,0
9/15/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,2457859,85.56950663743578,136.35,134.95,10,1,1.54698322,Y,104,0,0
9/18/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1025001,87.16374606749653,139.05,136.05,10,1,1.54698322,Y,104,0,0
9/19/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1153293,88.08338934418555,140.9,139.4,10,1,1.54698322,Y,104,0,0
9/20/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,886553,86.76552462797679,140.55,138.1,10,1,1.54698322,Y,104,0,0
9/21/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,964560,86.15457374,139.25,137.7,10,1,1.54698322,Y,104,0,0
9/22/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,737915,86.52868876385413,139,137.6,10,1,1.54698322,Y,104,0,0
9/25/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,782002,85.13798637436958,139.15,136.8,10,1,1.54698322,Y,104,0,0
9/26/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,948618,85.25421403581818,137.75,136.1,10,1,1.54698322,Y,104,0,0
9/27/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1456447,87.01135216888979,141.3,138.4,10,1,1.54698322,Y,104,0,0
9/28/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1268954,88.04567472109153,143.45,142.1,10,1,1.54698322,Y,104,0,0
9/29/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1480562,88.06622368193817,144.7,142.95,10,1,1.54698322,Y,104,0,1
10/2/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1134979,88.43709381530341,146.1,144.1,10,1,1.54698322,Y,104,0,0
10/3/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,862514,87.73115935352587,147.1,144.45,10,1,1.54698322,Y,104,0,0
10/4/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1058271,87.92324396910993,145.2,144.1,10,1,1.54698322,Y,104,0,0
10/5/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,933954,86.78675962,145.4,143.3,10,1,1.54698322,Y,104,0,0
10/6/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1037912,86.9865482,144.7,142.85,10,1,1.54698322,Y,104,0,0
10/9/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,722011,87.81984382112007,145.6,144.2,10,1,1.54698322,Y,104,0,0
10/10/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,620067,87.18767778684781,144.95,143.65,10,1,1.54698322,Y,104,0,0
10/11/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,667023,87.36166043499065,145,144.15,10,1,1.54698322,Y,104,0,0
10/12/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,837847,87.74128863,146.1,144.8,10,1,1.54698322,Y,104,0,0
10/13/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1254039,89.09572280174865,149.1,146.95,10,1,1.54698322,Y,104,0,0
10/16/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,926001,89.44685717,149.4,148.3,10,1,1.54698322,Y,104,0,0
10/17/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1200767,89.32403717820024,150.3,148.5,10,1,1.54698322,Y,104,0,0
10/18/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,2318590,86.89816096363982,150.15,143.35,10,1,1.54698322,Y,104,0,0
10/19/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1807939,89.52347468152506,148.5,146.4,10,1,1.54698322,Y,104,0,0
10/20/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1255866,89.18839488865763,149.9,147.7,10,1,1.54698322,Y,104,0,0
10/23/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1406387,90.93705256,152.65,148.9,10,1,1.54698322,Y,104,0,0
10/24/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1281380,90.84359731396172,153,150.75,10,1,1.54698322,Y,104,0,0
10/25/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1068508,90.92806734023571,151.75,149.9,10,1,1.54698322,Y,104,0,0
10/26/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1377861,90.84812266955063,152.35,150.1,10,1,1.54698322,Y,104,0,0
10/27/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1369135,90.83670362605595,154,152.4,10,1,1.54698322,Y,104,0,0
10/30/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,909803,90.31404011090258,154.6,152.4,10,1,1.54698322,Y,104,0,0
10/31/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,924082,91.11152549517784,155.3,153.4,10,1,1.54698322,Y,104,0,1
11/1/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1365522,91.60431931135992,157.55,155,10,1,1.54698322,Y,104,0,0
11/2/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1090679,91.59630997,156.5,154.85,10,1,1.54698322,Y,104,0,0
11/3/2017,61214,01W,ASML HOLDING NV,EUR,1,431464705,1273018,92.31515936523391,157.9,155.8,10,1,1.54698322,Y,104,0,0
