datadate,gvkey,iid,conm,curcdd,ajexdi,cshoc,cshtrd,prccd,prchd,prcld,prcstd,qunit,curcddv,cheqv,cheqvgross,div,divd,divdgross,divdnet,divdtm,divgross,divnet,divrc,divrcgross,divrcnet,divsp,divspgross,divspnet,divsptm,anncdate,cheqvpaydate,divdpaydate,divrcpaydate,divsppaydate,paydate,recorddate,split,splitf,trfd,epf,exchg,SEDOL,tpci,fic,loc,monthend
2015-04-01,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255723498.0,497596.0,,62.21,61.2,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-02,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255723498.0,339493.0,61.71816937450636,62.41,61.03,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-03,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255723498.0,,61.67699362072013,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-06,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255723498.0,,61.63584533765634,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-07,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255723498.0,429073.0,61.84839469538953,63.05,61.73,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-08,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,303371.0,60.938131512663354,62.94,62.01,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-09,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,443199.0,61.74132533721791,63.64,61.83,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-10,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,451599.0,61.428319396092945,64.71,63.35,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-13,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,280797.0,61.44871518458463,63.94,63.41,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-14,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,356692.0,61.67362009608412,64.35,63.52,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-15,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,337814.0,60.830195158977546,64.6,63.3,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-16,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,286226.0,60.63207652193491,63.65,62.6,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-17,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,445635.0,61.11713841907918,63.44,61.88,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-20,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,352545.0,61.993550464404684,63.73,62.23,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-21,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,515893.0,64.5991305013883,66.79,64.07,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-22,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,597924.0,63.471955943814976,67.3,65.39,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-23,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,718530.0,67.00821030717411,69.36,65.87,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-24,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,390682.0,67.03384368092426,69.34,68.2,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-27,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,440031.0,68.11535753608449,71.43,69.12,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-28,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,502826.0,67.37471523987273,71.17,68.95,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-29,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,472602.0,66.83375117953254,70.0,67.56,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-04-30,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,531692.0,68.22581155764136,69.06,66.55,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,1
2015-05-01,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,,68.35408259633726,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-05-04,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,430890.0,68.31325294393942,70.0,68.85,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-05-05,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,477424.0,68.20971514832408,69.8,68.13,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-05-06,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,435891.0,67.7941910338943,68.47,67.17,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-05-07,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,458789.0,68.15412041554733,68.01,66.86,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-05-08,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,271537.0,67.48763928042844,69.1,67.82,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-05-11,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,279117.0,67.37326714862161,69.2,68.28,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-05-12,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,396996.0,68.03361083488906,70.7,68.61,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-05-13,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,284583.0,67.80844538682813,69.87,68.51,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-05-14,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,280014.0,68.59498533285402,70.19,68.4,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-05-15,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,210295.0,68.14734713689154,70.52,69.14,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
2015-05-18,63169,01W,DASSAULT SYSTEMES SE,EUR,5.0,255230678.0,234263.0,68.45880617293778,70.02,69.05,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16319246,Y,286,BM8H5Y5,0,FRA,FRA,0
